size,Threads,time
1000,6,00:00:02.0750819
1000,6,00:00:02.0856328
1000,6,00:00:02.1001742
1000,6,00:00:02.1077691
1000,6,00:00:02.1232413
1000,6,00:00:02.0737693
1000,6,00:00:02.0736263
1000,6,00:00:02.0726245
1000,6,00:00:02.1031583
1000,6,00:00:02.0762207
1000,6,00:00:02.0885752
1000,6,00:00:02.0758415
1000,6,00:00:02.0768122
1000,6,00:00:02.0723108
1000,6,00:00:02.0752011
1000,6,00:00:02.0833219
1000,6,00:00:02.1152100
1000,8,00:00:02.1065393
1000,8,00:00:02.0033799
1000,8,00:00:02.0547950
1000,8,00:00:02.0033835
1000,8,00:00:02.0678472
1000,8,00:00:02.0728967
1000,8,00:00:02.0218156
1000,8,00:00:02.1589093
1000,8,00:00:02.0241499
1000,8,00:00:02.0623726
1000,8,00:00:01.9916720
1000,8,00:00:02.5324282
1000,8,00:00:02.2834109
1000,8,00:00:02.0928869
1000,8,00:00:02.1612660
1000,8,00:00:02.0502317
1000,8,00:00:02.0339447
1000,8,00:00:02.0709516
1000,8,00:00:02.0207722
1000,8,00:00:02.0431620
1000,8,00:00:02.2045648
1000,8,00:00:02.0242195
1000,8,00:00:02.1106782
1000,8,00:00:02.0600565
1000,8,00:00:02.0312275
1000,8,00:00:02.0566965
1000,8,00:00:02.0199771
1000,8,00:00:02.0255874
1000,8,00:00:02.1245073
1000,8,00:00:02.1257450
1000,8,00:00:02.1515197
1000,8,00:00:02.0215910
1000,8,00:00:02.0218590
1000,8,00:00:02.0473976
1000,8,00:00:02.2634085
1000,8,00:00:02.0306863
1000,8,00:00:02.1248692
1000,8,00:00:02.3265344
1000,8,00:00:02.0312070
1000,8,00:00:02.1140225
1000,10,00:00:01.6818335
1000,10,00:00:01.6316889
1000,10,00:00:01.7535326
1000,10,00:00:01.7716775
1000,10,00:00:01.6547467
1000,10,00:00:01.6379273
1000,10,00:00:01.6610500
1000,10,00:00:01.7287320
1000,10,00:00:01.6716726
1000,10,00:00:01.6945110
1000,10,00:00:01.6982636
1000,10,00:00:01.6564181
1000,10,00:00:01.7615973
1000,10,00:00:01.6543201
1000,10,00:00:01.6633803
1000,10,00:00:02.0887767
1000,10,00:00:01.6903808
1000,10,00:00:01.6467593
1000,10,00:00:01.6571730
1000,10,00:00:01.6505178
1000,10,00:00:01.6587322
1000,10,00:00:02.0105914
1000,10,00:00:01.6920631
1000,10,00:00:01.7245526
1000,10,00:00:01.6580153
1000,10,00:00:02.0860418
1000,10,00:00:01.6949559
1000,10,00:00:01.6405719
1000,10,00:00:01.6799998
1000,10,00:00:01.6539534
1000,10,00:00:01.7115582
1000,10,00:00:01.7475764
1000,10,00:00:01.6703046
1000,10,00:00:01.6506199
1000,10,00:00:01.6616050
1000,10,00:00:02.0247577
1000,10,00:00:01.6586777
1000,10,00:00:01.6984725
1000,10,00:00:01.7316551
1000,10,00:00:01.7835914
1000,12,00:00:01.8043848
1000,12,00:00:01.6105668
1000,12,00:00:01.6830245
1000,12,00:00:01.6594696
1000,12,00:00:01.6867639
1000,12,00:00:01.6167451
1000,12,00:00:01.7448788
1000,12,00:00:01.6160223
1000,12,00:00:01.6954449
1000,12,00:00:01.7119588
1000,12,00:00:01.6336183
1000,12,00:00:01.6105688
1000,12,00:00:01.5987857
1000,12,00:00:01.6097694
1000,12,00:00:01.6202063
1000,12,00:00:01.6456639
1000,12,00:00:01.6103294
1000,12,00:00:01.6196499
1000,12,00:00:01.6043853
1000,12,00:00:02.0108784
1000,12,00:00:01.6427292
1000,12,00:00:01.6569298
1000,12,00:00:01.6167610
1000,12,00:00:01.6264663
1000,12,00:00:01.7646695
1000,12,00:00:01.6131209
1000,12,00:00:01.6589039
1000,12,00:00:01.7273278
1000,12,00:00:01.6103257
1000,12,00:00:01.6070275
1000,12,00:00:01.6142169
1000,12,00:00:01.6021531
1000,12,00:00:01.6119336
1000,12,00:00:01.6209935
1000,12,00:00:01.6221963
1000,12,00:00:01.6138988
1000,12,00:00:01.6201665
1000,12,00:00:01.6715209
1000,12,00:00:01.6150870
1000,12,00:00:01.8061798
1500,2,00:00:14.4467651
1500,2,00:00:14.0371992
1500,2,00:00:14.1282795
1500,2,00:00:13.9303065
1500,2,00:00:13.9742778
1500,2,00:00:13.9192616
1500,2,00:00:13.9145318
1500,2,00:00:13.9185143
1500,2,00:00:13.8742743
1500,2,00:00:13.9033492
1500,2,00:00:14.0380153
1500,2,00:00:14.1497157
1500,2,00:00:14.1205657
1500,2,00:00:14.3813141
1500,2,00:00:15.0567341
1500,2,00:00:13.9817017
1500,2,00:00:14.1583071
1500,2,00:00:14.0400684
1500,2,00:00:13.9591786
1500,2,00:00:14.1238253
1500,2,00:00:13.9376305
1500,2,00:00:13.9116338
1500,2,00:00:14.0744029
1500,2,00:00:13.8495827
1500,2,00:00:15.0823927
1500,2,00:00:13.8791233
1500,2,00:00:13.7955554
1500,2,00:00:14.6225213
1500,2,00:00:13.8548687
1500,2,00:00:13.8564630
1500,2,00:00:15.1414761
1500,2,00:00:14.4801624
1500,2,00:00:13.9007589
1500,2,00:00:15.2387122
1500,2,00:00:14.0533633
1500,2,00:00:14.0937007
1500,2,00:00:13.8195615
1500,2,00:00:13.8541548
1500,2,00:00:13.9776694
1500,2,00:00:14.0336868
1500,4,00:00:07.4499445
1500,4,00:00:07.4946108
1500,4,00:00:07.7011823
1500,4,00:00:07.5213978
1500,4,00:00:08.2248492
1500,4,00:00:08.4411590
1500,4,00:00:07.4832919
1500,4,00:00:07.4921256
1500,4,00:00:07.4424120
1500,4,00:00:07.5964970
1500,4,00:00:07.5196268
1500,4,00:00:07.4858978
1500,4,00:00:07.5556580
1500,4,00:00:07.5994124
1500,4,00:00:07.4779662
1500,4,00:00:07.5760302
1500,4,00:00:07.4974243
1500,4,00:00:07.4236970
1500,4,00:00:07.6443527
1500,4,00:00:07.4879254
1500,4,00:00:07.4802271
1500,4,00:00:08.1443647
1500,4,00:00:07.4731805
1500,4,00:00:08.2218508
1500,4,00:00:08.2641634
1500,4,00:00:07.3822409
1500,4,00:00:07.4079620
1500,4,00:00:07.5009754
1500,4,00:00:07.3813963
1500,4,00:00:07.3423517
1500,4,00:00:07.5596223
1500,4,00:00:07.6629077
1500,4,00:00:08.0041950
1500,4,00:00:07.8681723
1500,4,00:00:07.4787734
1500,4,00:00:08.3174512
1500,4,00:00:07.6508263
1500,4,00:00:07.4646565
1500,4,00:00:07.5270941
1500,4,00:00:07.4419888
1500,6,00:00:05.5502663
1500,6,00:00:05.9111319
1500,6,00:00:05.5550015
1500,6,00:00:06.0827968
1500,6,00:00:05.6928657
1500,6,00:00:05.6560320
1500,6,00:00:05.9412532
1500,6,00:00:05.5552688
1500,6,00:00:05.8447036
1500,6,00:00:05.5294120
1500,6,00:00:05.5919239
1500,6,00:00:05.5351382
1500,6,00:00:05.5277386
1500,6,00:00:05.6260874
1500,6,00:00:06.0207131
1500,6,00:00:05.6161962
1500,6,00:00:05.5771506
1500,6,00:00:05.6338830
1500,6,00:00:05.5367337
1500,6,00:00:05.5406320
1500,6,00:00:05.5871213
1500,6,00:00:05.8779769
1500,6,00:00:05.8612275
1500,6,00:00:05.9637105
1500,6,00:00:05.8092447
1500,6,00:00:05.6112449
1500,6,00:00:05.6508024
1500,6,00:00:05.5955549
1500,6,00:00:05.7538049
1500,6,00:00:05.6108794
1500,6,00:00:05.5220827
1500,6,00:00:05.5427078
1500,6,00:00:05.8190267
1500,6,00:00:05.6039973
1500,6,00:00:05.5310029
1500,6,00:00:05.6005491
1500,6,00:00:05.8993995
1500,6,00:00:05.5858044
1500,6,00:00:05.6206642
1500,6,00:00:05.5627400
1500,8,00:00:05.7852364
1500,8,00:00:05.9380795
1500,8,00:00:05.9106025
1500,8,00:00:05.7579362
1500,8,00:00:05.9424787
1500,8,00:00:05.7330220
1500,8,00:00:05.9323702
1500,8,00:00:05.7470123
1500,8,00:00:06.0123695
1500,8,00:00:05.8961292
1500,8,00:00:05.8856771
1500,8,00:00:05.8015671
1500,8,00:00:05.9650430
1500,8,00:00:05.8117853
1500,8,00:00:05.6855473
1500,8,00:00:05.7057118
1500,8,00:00:05.6950953
1500,8,00:00:05.8022318
1500,8,00:00:05.7037775
1500,8,00:00:05.7434048
1500,8,00:00:05.7376924
1500,8,00:00:05.7511324
1500,8,00:00:05.8426272
1500,8,00:00:05.9107830
1500,8,00:00:05.7998794
1500,8,00:00:05.9269970
1500,8,00:00:05.9298946
1500,8,00:00:05.8493702
1500,8,00:00:05.6993277
1500,8,00:00:05.7533154
1500,8,00:00:05.7733805
1500,8,00:00:05.7331557
1500,8,00:00:05.8660524
1500,8,00:00:05.7279757
1500,8,00:00:05.8061043
1500,8,00:00:05.7018195
1500,8,00:00:06.8924497
1500,8,00:00:05.9815174
1500,8,00:00:05.7041175
1500,8,00:00:05.7411692
1500,10,00:00:05.6998483
1500,10,00:00:05.5228653
1500,10,00:00:05.7203806
1500,10,00:00:05.5450141
1500,10,00:00:05.7821002
1500,10,00:00:05.7893880
1500,10,00:00:05.4374790
1500,10,00:00:05.6833682
1500,10,00:00:05.5135016
1500,10,00:00:05.4666591
1500,10,00:00:05.4653911
1500,10,00:00:05.4720578
1500,10,00:00:05.4947681
1500,10,00:00:05.9222314
1500,10,00:00:05.7471752
1500,10,00:00:05.4826051
1500,10,00:00:05.5032317
1500,10,00:00:05.4956061
1500,10,00:00:05.4821032
1500,10,00:00:05.5906334
1500,10,00:00:05.4796088
1500,10,00:00:06.1481198
1500,10,00:00:06.8741856
1500,10,00:00:05.8064950
1500,10,00:00:05.5676347
1500,10,00:00:05.4803743
1500,10,00:00:05.5559956
1500,10,00:00:05.9134670
1500,10,00:00:05.5225747
1500,10,00:00:05.4971539
1500,10,00:00:05.8386280
1500,10,00:00:05.7040409
1500,10,00:00:05.5199045
1500,10,00:00:05.4617548
1500,10,00:00:05.8198300
1500,10,00:00:05.6650079
1500,10,00:00:05.7404985
1500,10,00:00:05.8527522
1500,10,00:00:05.5522911
1500,10,00:00:05.8161377
1500,12,00:00:04.9716060
1500,12,00:00:04.9186120
1500,12,00:00:05.9815151
1500,12,00:00:05.2478421
1500,12,00:00:05.1114116
1500,12,00:00:05.1504464
1500,12,00:00:05.1698334
1500,12,00:00:04.9951044
1500,12,00:00:04.9164390
1500,12,00:00:04.9896044
1500,12,00:00:04.9406644
1500,12,00:00:04.9930566
1500,12,00:00:04.9498355
1500,12,00:00:05.1114017
1500,12,00:00:04.9311552
1500,12,00:00:05.2361466
1500,12,00:00:04.9611297
1500,12,00:00:05.9013506
1500,12,00:00:05.0994654
1500,12,00:00:05.1389394
1500,12,00:00:04.9474533
1500,12,00:00:04.8209322
1500,12,00:00:04.9003148
1500,12,00:00:04.9398648
1500,12,00:00:04.9229217
1500,12,00:00:05.0680946
1500,12,00:00:04.9063126
1500,12,00:00:05.2300696
1500,12,00:00:05.1290627
1500,12,00:00:05.0110759
1500,12,00:00:05.3304261
1500,12,00:00:04.8491498
1500,12,00:00:04.9745627
1500,12,00:00:04.8638516
1500,12,00:00:04.8598385
1500,12,00:00:04.8678837
1500,12,00:00:04.8223835
1500,12,00:00:05.0453266
1500,12,00:00:04.8317641
1500,12,00:00:04.9399192
2000,2,00:00:32.9591536
2000,2,00:00:33.0182711
2000,2,00:00:34.5744336
2000,2,00:00:32.6814655
2000,2,00:00:32.7050821
2000,2,00:00:32.7735898
2000,2,00:00:32.5983483
2000,2,00:00:32.5718036
2000,2,00:00:33.6711592
2000,2,00:00:32.8113467
2000,2,00:00:32.5742685
2000,2,00:00:32.6269020
2000,2,00:00:33.9617005
2000,2,00:00:32.5558831
2000,2,00:00:32.6814709
2000,2,00:00:32.6757966
2000,2,00:00:32.6343547
2000,2,00:00:32.6207602
2000,2,00:00:34.1358542
2000,2,00:00:33.7807458
2000,2,00:00:32.5957465
2000,2,00:00:32.6995946
2000,2,00:00:32.8207834
2000,2,00:00:33.1171782
2000,2,00:00:32.7153840
2000,2,00:00:32.7078517
2000,2,00:00:32.8798916
2000,2,00:00:32.8851994
2000,2,00:00:32.8143932
2000,2,00:00:33.4706142
2000,2,00:00:32.8271194
2000,2,00:00:32.6224371
2000,2,00:00:32.5354512
2000,2,00:00:32.5386012
2000,2,00:00:32.6322381
2000,2,00:00:32.7054985
2000,2,00:00:32.8252501
2000,2,00:00:32.7773738
2000,2,00:00:32.6587569
2000,2,00:00:32.7420680
2000,4,00:00:18.1016712
2000,4,00:00:18.3665297
2000,4,00:00:18.1215735
2000,4,00:00:18.9574308
2000,4,00:00:18.0053259
2000,4,00:00:18.1198907
2000,4,00:00:18.1298033
2000,4,00:00:20.9813512
2000,4,00:00:18.8786565
2000,4,00:00:18.1065747
2000,4,00:00:18.3592344
2000,4,00:00:18.1350489
2000,4,00:00:18.4110791
2000,4,00:00:19.5731745
2000,4,00:00:18.2124145
2000,4,00:00:18.1182443
2000,4,00:00:18.1385115
2000,4,00:00:18.2180745
2000,4,00:00:18.0971132
2000,4,00:00:18.2835957
2000,4,00:00:18.9871846
2000,4,00:00:19.1344776
2000,4,00:00:18.0509297
2000,4,00:00:18.2112688
2000,4,00:00:18.1117702
2000,4,00:00:18.2025114
2000,4,00:00:18.3170667
2000,4,00:00:18.4801122
2000,4,00:00:18.0748943
2000,4,00:00:18.1280687
2000,4,00:00:17.7022707
2000,4,00:00:19.3820967
2000,4,00:00:19.1447230
2000,4,00:00:18.0363211
2000,4,00:00:18.1493082
2000,4,00:00:18.1497648
2000,4,00:00:18.1987983
2000,4,00:00:19.1833809
2000,4,00:00:19.3380676
2000,4,00:00:18.1564357
2000,6,00:00:16.5019612
2000,6,00:00:16.5730107
2000,6,00:00:16.6445360
2000,6,00:00:16.5394329
2000,6,00:00:16.5547827
2000,6,00:00:16.6498288
2000,6,00:00:16.7215504
2000,6,00:00:16.6224730
2000,6,00:00:18.7122636
2000,6,00:00:17.0571237
2000,6,00:00:16.6187646
2000,6,00:00:16.5021293
2000,6,00:00:16.5408407
2000,6,00:00:16.4838199
2000,6,00:00:16.5779642
2000,6,00:00:16.5217264
2000,6,00:00:16.8797525
2000,6,00:00:16.6282201
2000,6,00:00:16.4556702
2000,6,00:00:16.4336186
2000,6,00:00:16.6137393
2000,6,00:00:16.5328028
2000,6,00:00:16.3930182
2000,6,00:00:16.8486281
2000,6,00:00:16.6115000
2000,6,00:00:16.4333600
2000,6,00:00:16.5225059
2000,6,00:00:16.4573872
2000,6,00:00:16.4317986
2000,6,00:00:16.5126798
2000,6,00:00:16.4683189
2000,6,00:00:16.5940207
2000,6,00:00:16.5410181
2000,6,00:00:16.6256781
2000,6,00:00:16.4395922
2000,6,00:00:16.4706328
2000,6,00:00:16.4658380
2000,6,00:00:16.4409954
2000,6,00:00:16.4318571
2000,6,00:00:16.4881703
2000,8,00:00:15.7897129
2000,8,00:00:15.9628633
2000,8,00:00:16.9127545
2000,8,00:00:16.1410713
2000,8,00:00:16.9062848
2000,8,00:00:15.9673290
2000,8,00:00:15.9402730
2000,8,00:00:15.9848740
2000,8,00:00:16.6722652
2000,8,00:00:16.0196266
2000,8,00:00:16.1617132
2000,8,00:00:16.5701540
2000,8,00:00:15.9677961
2000,8,00:00:15.9964325
2000,8,00:00:16.4434424
2000,8,00:00:15.7790067
2000,8,00:00:18.6435420
2000,8,00:00:16.7699864
2000,8,00:00:15.7994603
2000,8,00:00:15.8079163
2000,8,00:00:15.9901285
2000,8,00:00:16.3052269
2000,8,00:00:15.8422406
2000,8,00:00:16.1111330
2000,8,00:00:16.0535819
2000,8,00:00:15.9696507
2000,8,00:00:15.8119230
2000,8,00:00:15.8784487
2000,8,00:00:15.9453532
2000,8,00:00:16.7865257
2000,8,00:00:16.9929309
2000,8,00:00:16.4401315
2000,8,00:00:16.1298369
2000,8,00:00:15.7054691
2000,8,00:00:15.9756118
2000,8,00:00:15.7996554
2000,8,00:00:15.8253460
2000,8,00:00:16.0412894
2000,8,00:00:16.3930513
2000,8,00:00:15.9237643
2000,10,00:00:12.9113480
2000,10,00:00:13.1144906
2000,10,00:00:13.3849741
2000,10,00:00:12.9340796
2000,10,00:00:14.0304176
2000,10,00:00:13.1508178
2000,10,00:00:12.9334149
2000,10,00:00:13.0480991
2000,10,00:00:13.1117069
2000,10,00:00:12.9389557
2000,10,00:00:12.9486523
2000,10,00:00:13.7121174
2000,10,00:00:13.4685634
2000,10,00:00:13.2308726
2000,10,00:00:13.0610429
2000,10,00:00:13.9312970
2000,10,00:00:13.2092659
2000,10,00:00:12.9027392
2000,10,00:00:13.0274768
2000,10,00:00:12.9923459
2000,10,00:00:13.0011016
2000,10,00:00:13.0103842
2000,10,00:00:13.3181900
2000,10,00:00:13.1541987
2000,10,00:00:13.6860021
2000,10,00:00:13.0141876
2000,10,00:00:13.2870026
2000,10,00:00:13.3001546
2000,10,00:00:12.9564918
2000,10,00:00:13.0338142
2000,10,00:00:13.0040311
2000,10,00:00:13.5116180
2000,10,00:00:13.5533339
2000,10,00:00:13.3881865
2000,10,00:00:13.3873645
2000,10,00:00:13.8391476
2000,10,00:00:12.8813385
2000,10,00:00:12.9218420
2000,10,00:00:13.1092246
2000,10,00:00:13.7162601
2000,12,00:00:16.5283636
2000,12,00:00:13.8734270
2000,12,00:00:15.2226654
2000,12,00:00:13.2850437
2000,12,00:00:14.1593802
2000,12,00:00:13.6879090
2000,12,00:00:13.0661412
2000,12,00:00:15.5153700
2000,12,00:00:13.0677119
2000,12,00:00:13.9624718
2000,12,00:00:13.8022599
2000,12,00:00:13.2015423
2000,12,00:00:13.2224255
2000,12,00:00:13.0750561
2000,12,00:00:13.4677118
2000,12,00:00:13.0112716
2000,12,00:00:14.3715601
2000,12,00:00:13.5538823
2000,12,00:00:13.1305318
2000,12,00:00:13.3767073
2000,12,00:00:14.1482634
2000,12,00:00:13.0309378
2000,12,00:00:14.9305700
2000,12,00:00:13.3906993
2000,12,00:00:15.3689996
2000,12,00:00:13.2675536
2000,12,00:00:12.9546263
2000,12,00:00:14.5694440
2000,12,00:00:14.9343935
2000,12,00:00:12.9604048
2000,12,00:00:14.2672103
2000,12,00:00:15.0933710
2000,12,00:00:13.0997947
2000,12,00:00:13.0804211
2000,12,00:00:15.3322416
2000,12,00:00:13.5405236
2000,12,00:00:13.0166589
2000,12,00:00:13.3361314
2000,12,00:00:13.2136230
2000,12,00:00:13.5841858
